tx_id,tx_type,strategy,selected_strategy,payload_bytes,cross_border,end_to_end_latency_ms,security_score,running_mean_latency_ms
251,SettleCrossBorder,adaptive,ml_optimized,349,True,163.865,82.71,109.207
252,SettleCrossBorder,adaptive,ml_optimized,410,True,215.729,84.70,109.630
253,Transfer,adaptive,static_hybrid,175,False,9.127,81.89,109.233
254,Transfer,adaptive,static_hybrid,219,False,9.544,83.16,108.840
255,SettleCrossBorder,adaptive,ml_optimized,313,True,174.478,84.39,109.098
256,SettleCrossBorder,adaptive,ml_optimized,415,True,221.265,81.76,109.536
257,IssueCBDC,adaptive,static_hybrid,268,False,10.160,81.70,109.149
258,SettleCrossBorder,adaptive,ml_optimized,383,True,300.687,82.41,109.892
259,Transfer,adaptive,static_hybrid,179,False,9.103,81.92,109.502
260,IssueCBDC,adaptive,static_hybrid,340,False,10.114,82.69,109.120
261,Transfer,adaptive,ml_optimized,305,True,308.105,83.75,109.883
262,SettleCrossBorder,adaptive,ml_optimized,276,True,296.287,81.25,110.594
263,Transfer,adaptive,ml_optimized,272,True,187.780,83.22,110.888
264,Transfer,adaptive,static_hybrid,217,False,9.330,81.84,110.503
265,IssueCBDC,adaptive,static_hybrid,337,False,9.790,82.66,110.123
266,Transfer,adaptive,static_hybrid,235,False,9.300,83.19,109.744
267,Transfer,adaptive,ml_optimized,207,True,256.949,82.42,110.295
268,Transfer,adaptive,ml_optimized,198,True,163.314,82.21,110.493
269,Transfer,adaptive,ml_optimized,297,True,204.164,82.42,110.841
270,Transfer,adaptive,ml_optimized,185,True,269.451,83.73,111.429
271,SettleCrossBorder,adaptive,ml_optimized,389,True,330.720,81.20,112.238
272,Transfer,adaptive,ml_optimized,288,True,170.933,82.17,112.454
273,SettleCrossBorder,adaptive,ml_optimized,351,True,219.935,82.46,112.847
274,Transfer,adaptive,static_hybrid,223,False,9.229,83.36,112.469
275,SettleCrossBorder,adaptive,ml_optimized,348,True,207.349,82.07,112.814
276,IssueCBDC,adaptive,static_hybrid,388,False,10.339,81.57,112.443
277,IssueCBDC,adaptive,static_hybrid,359,False,10.119,82.25,112.073
278,Transfer,adaptive,ml_optimized,191,True,165.080,82.88,112.264
279,Transfer,adaptive,static_hybrid,212,False,9.352,83.36,111.895
280,Transfer,adaptive,static_hybrid,279,False,9.381,81.75,111.529
281,SettleCrossBorder,adaptive,ml_optimized,473,True,148.968,84.16,111.662
282,SettleCrossBorder,adaptive,ml_optimized,292,True,310.743,83.98,112.368
283,Transfer,adaptive,static_hybrid,155,False,8.818,82.93,112.002
284,IssueCBDC,adaptive,static_hybrid,330,False,10.160,81.36,111.644
285,SettleCrossBorder,adaptive,ml_optimized,327,True,222.539,85.53,112.033
286,Transfer,adaptive,static_hybrid,272,False,10.000,82.79,111.676
287,Transfer,adaptive,static_hybrid,185,False,9.457,82.02,111.320
288,SettleCrossBorder,adaptive,ml_optimized,386,True,267.221,81.72,111.861
289,SettleCrossBorder,adaptive,ml_optimized,289,True,304.841,85.79,112.529
290,Transfer,adaptive,static_hybrid,314,False,10.832,82.20,112.178
291,Transfer,adaptive,static_hybrid,279,False,9.869,82.41,111.827
292,Transfer,adaptive,ml_optimized,208,True,199.678,82.51,112.128
293,SettleCrossBorder,adaptive,ml_optimized,433,True,204.896,82.47,112.444
294,Transfer,adaptive,ml_optimized,219,True,248.567,82.01,112.907
295,IssueCBDC,adaptive,static_hybrid,312,False,9.966,83.42,112.558
296,Transfer,adaptive,static_hybrid,314,False,9.901,81.04,112.212
297,SettleCrossBorder,adaptive,ml_optimized,515,True,187.017,83.35,112.463
298,SettleCrossBorder,adaptive,ml_optimized,402,True,206.369,83.19,112.779
299,Transfer,adaptive,static_hybrid,230,False,9.478,82.80,112.433
300,IssueCBDC,adaptive,static_hybrid,379,False,9.979,82.80,112.092
301,IssueCBDC,adaptive,static_hybrid,240,False,9.875,81.55,111.752
302,Transfer,adaptive,static_hybrid,209,False,9.727,81.26,111.414
303,IssueCBDC,adaptive,static_hybrid,160,False,9.648,81.86,111.078
304,SettleCrossBorder,adaptive,ml_optimized,278,True,241.111,83.85,111.506
305,SettleCrossBorder,adaptive,ml_optimized,375,True,259.433,81.45,111.991
306,Transfer,adaptive,static_hybrid,203,False,9.802,83.27,111.657
307,Transfer,adaptive,static_hybrid,201,False,10.008,81.39,111.326
308,IssueCBDC,adaptive,static_hybrid,205,False,8.995,82.57,110.994
309,Transfer,adaptive,ml_optimized,255,True,221.309,82.35,111.351
310,SettleCrossBorder,adaptive,ml_optimized,360,True,188.132,85.28,111.598
311,IssueCBDC,adaptive,static_hybrid,301,False,9.721,83.42,111.271
312,SettleCrossBorder,adaptive,ml_optimized,476,True,263.240,84.12,111.758
313,IssueCBDC,adaptive,static_hybrid,237,False,9.687,82.84,111.432
314,IssueCBDC,adaptive,static_hybrid,320,False,10.121,81.29,111.109
315,Transfer,adaptive,static_hybrid,212,False,9.759,83.32,110.787
316,Transfer,adaptive,ml_optimized,217,True,244.582,82.44,111.211
317,Transfer,adaptive,static_hybrid,245,False,9.421,83.25,110.890
318,IssueCBDC,adaptive,static_hybrid,273,False,9.566,83.38,110.571
319,SettleCrossBorder,adaptive,ml_optimized,301,True,255.111,83.18,111.024
320,IssueCBDC,adaptive,static_hybrid,277,False,9.819,81.85,110.708
321,Transfer,adaptive,ml_optimized,190,True,259.013,84.59,111.170
322,SettleCrossBorder,adaptive,ml_optimized,366,True,218.004,83.58,111.502
323,SettleCrossBorder,adaptive,ml_optimized,328,True,180.555,83.67,111.715
324,Transfer,adaptive,static_hybrid,282,False,10.139,83.07,111.402
325,SettleCrossBorder,adaptive,ml_optimized,481,True,239.182,83.53,111.795
326,Transfer,adaptive,static_hybrid,206,False,9.576,82.35,111.482
327,SettleCrossBorder,adaptive,ml_optimized,460,True,186.832,83.61,111.712
328,SettleCrossBorder,adaptive,ml_optimized,445,True,208.851,83.79,112.008
329,Transfer,adaptive,ml_optimized,321,True,226.517,83.10,112.356
330,Transfer,adaptive,static_hybrid,213,False,9.466,81.76,112.044
331,SettleCrossBorder,adaptive,ml_optimized,458,True,319.231,80.69,112.670
332,Transfer,adaptive,static_hybrid,195,False,9.243,82.72,112.359
333,IssueCBDC,adaptive,static_hybrid,327,False,10.318,82.88,112.052
334,SettleCrossBorder,adaptive,ml_optimized,356,True,215.914,85.34,112.363
335,Transfer,adaptive,ml_optimized,286,True,267.261,83.92,112.826
336,Transfer,adaptive,ml_optimized,207,True,122.642,84.80,112.855
337,SettleCrossBorder,adaptive,ml_optimized,378,True,228.802,84.07,113.199
338,Transfer,adaptive,static_hybrid,223,False,9.374,81.81,112.892
339,Transfer,adaptive,ml_optimized,184,True,159.975,83.92,113.031
340,IssueCBDC,adaptive,static_hybrid,284,False,10.264,82.75,112.728
341,SettleCrossBorder,adaptive,ml_optimized,291,True,292.210,83.95,113.255
342,SettleCrossBorder,adaptive,ml_optimized,293,True,228.415,82.91,113.592
343,Transfer,adaptive,static_hybrid,275,False,9.777,81.31,113.289
344,IssueCBDC,adaptive,static_hybrid,224,False,9.810,82.66,112.988
345,Transfer,adaptive,static_hybrid,198,False,9.458,82.32,112.688
346,Transfer,adaptive,static_hybrid,194,False,10.043,83.36,112.391
347,IssueCBDC,adaptive,static_hybrid,264,False,10.134,81.71,112.097
348,Transfer,adaptive,static_hybrid,226,False,9.873,81.59,111.803
349,SettleCrossBorder,adaptive,ml_optimized,368,True,284.438,83.64,112.298
350,Transfer,adaptive,ml_optimized,198,True,194.559,80.90,112.533
351,IssueCBDC,adaptive,static_hybrid,416,False,10.388,81.68,112.242
352,Transfer,adaptive,static_hybrid,268,False,10.050,81.20,111.951
353,Transfer,adaptive,static_hybrid,177,False,9.790,83.41,111.662
354,Transfer,adaptive,static_hybrid,296,False,10.795,82.46,111.377
355,Transfer,adaptive,static_hybrid,186,False,9.754,82.83,111.091
356,IssueCBDC,adaptive,static_hybrid,290,False,9.972,83.00,110.807
357,Transfer,adaptive,static_hybrid,191,False,9.706,81.17,110.523
358,IssueCBDC,adaptive,static_hybrid,243,False,9.474,82.22,110.241
359,IssueCBDC,adaptive,static_hybrid,316,False,10.068,83.06,109.962
360,Transfer,adaptive,static_hybrid,313,False,9.871,81.84,109.684
361,Transfer,adaptive,static_hybrid,243,False,9.174,81.09,109.406
362,Transfer,adaptive,static_hybrid,218,False,9.590,81.14,109.130
363,Transfer,adaptive,static_hybrid,216,False,9.682,81.79,108.856
364,SettleCrossBorder,adaptive,ml_optimized,399,True,303.572,81.91,109.391
365,Transfer,adaptive,static_hybrid,193,False,9.063,81.75,109.116
366,Transfer,adaptive,ml_optimized,96,True,193.472,83.02,109.347
367,IssueCBDC,adaptive,static_hybrid,302,False,10.278,81.07,109.077
368,Transfer,adaptive,static_hybrid,134,False,9.019,82.38,108.805
369,Transfer,adaptive,static_hybrid,278,False,10.103,81.95,108.537
370,Transfer,adaptive,ml_optimized,232,True,171.105,84.65,108.706
371,Transfer,adaptive,static_hybrid,174,False,9.360,81.09,108.439
372,Transfer,adaptive,static_hybrid,219,False,9.734,81.97,108.173
373,SettleCrossBorder,adaptive,ml_optimized,430,True,191.302,81.46,108.396
374,Transfer,adaptive,static_hybrid,164,False,9.041,83.38,108.130
375,SettleCrossBorder,adaptive,ml_optimized,328,True,174.461,84.09,108.307
376,Transfer,adaptive,static_hybrid,226,False,9.500,81.09,108.044
377,Transfer,adaptive,ml_optimized,195,True,169.566,81.86,108.208
378,Transfer,adaptive,ml_optimized,293,True,199.759,82.81,108.450
379,Transfer,adaptive,ml_optimized,199,True,262.740,81.99,108.857
380,Transfer,adaptive,static_hybrid,208,False,9.583,81.62,108.596
381,Transfer,adaptive,ml_optimized,310,True,262.107,85.75,108.999
382,Transfer,adaptive,static_hybrid,235,False,9.678,81.84,108.739
383,Transfer,adaptive,static_hybrid,223,False,9.973,81.55,108.481
384,SettleCrossBorder,adaptive,ml_optimized,355,True,287.411,83.54,108.947
385,Transfer,adaptive,ml_optimized,187,True,213.976,83.82,109.220
386,Transfer,adaptive,ml_optimized,217,True,196.947,80.67,109.447
387,Transfer,adaptive,static_hybrid,229,False,9.367,83.33,109.188
388,Transfer,adaptive,static_hybrid,202,False,9.796,81.62,108.932
389,SettleCrossBorder,adaptive,ml_optimized,436,True,282.708,84.52,109.379
390,SettleCrossBorder,adaptive,ml_optimized,442,True,209.960,84.75,109.637
391,SettleCrossBorder,adaptive,ml_optimized,355,True,173.969,81.83,109.801
392,IssueCBDC,adaptive,static_hybrid,321,False,10.593,81.34,109.548
393,IssueCBDC,adaptive,static_hybrid,304,False,9.696,81.63,109.294
394,Transfer,adaptive,ml_optimized,193,True,241.354,83.71,109.629
395,Transfer,adaptive,static_hybrid,164,False,9.895,82.04,109.377
396,IssueCBDC,adaptive,static_hybrid,270,False,10.125,82.41,109.126
397,Transfer,adaptive,static_hybrid,107,False,9.018,83.14,108.874
398,SettleCrossBorder,adaptive,ml_optimized,353,True,247.694,85.74,109.223
399,Transfer,adaptive,static_hybrid,196,False,9.792,81.89,108.974
400,IssueCBDC,adaptive,static_hybrid,355,False,10.778,81.37,108.728
401,SettleCrossBorder,adaptive,ml_optimized,450,True,173.710,82.99,108.890
402,IssueCBDC,adaptive,static_hybrid,232,False,9.777,81.96,108.644
403,Transfer,adaptive,static_hybrid,224,False,9.600,81.65,108.398
404,SettleCrossBorder,adaptive,ml_optimized,431,True,281.733,81.80,108.827
405,Transfer,adaptive,static_hybrid,238,False,9.695,83.31,108.582
406,Transfer,adaptive,ml_optimized,167,True,188.430,82.62,108.779
407,SettleCrossBorder,adaptive,ml_optimized,461,True,208.882,82.68,109.025
408,Transfer,adaptive,static_hybrid,172,False,9.715,83.05,108.781
409,Transfer,adaptive,static_hybrid,206,False,9.428,82.58,108.538
410,Transfer,adaptive,static_hybrid,266,False,9.780,81.74,108.297
411,SettleCrossBorder,adaptive,ml_optimized,327,True,244.983,83.67,108.630
412,Transfer,adaptive,static_hybrid,169,False,9.729,81.99,108.390
413,IssueCBDC,adaptive,static_hybrid,287,False,10.197,81.71,108.152
414,Transfer,adaptive,static_hybrid,272,False,9.653,83.44,107.914
415,Transfer,adaptive,ml_optimized,222,True,218.662,82.39,108.181
416,Transfer,adaptive,ml_optimized,96,True,210.940,83.88,108.428
417,SettleCrossBorder,adaptive,ml_optimized,336,True,159.904,83.92,108.552
418,Transfer,adaptive,static_hybrid,260,False,9.922,82.45,108.316
419,IssueCBDC,adaptive,static_hybrid,345,False,9.988,82.29,108.081
420,Transfer,adaptive,static_hybrid,214,False,9.960,82.18,107.847
421,SettleCrossBorder,adaptive,ml_optimized,273,True,237.999,85.37,108.157
422,Transfer,adaptive,ml_optimized,252,True,250.021,83.29,108.493
423,IssueCBDC,adaptive,static_hybrid,271,False,10.504,81.87,108.261
424,SettleCrossBorder,adaptive,ml_optimized,309,True,191.038,82.09,108.456
425,Transfer,adaptive,static_hybrid,215,False,9.829,81.85,108.224
426,Transfer,adaptive,static_hybrid,153,False,9.557,81.73,107.993
427,SettleCrossBorder,adaptive,ml_optimized,394,True,248.672,83.98,108.322
428,IssueCBDC,adaptive,static_hybrid,272,False,9.788,81.14,108.092
429,Transfer,adaptive,static_hybrid,287,False,10.206,82.21,107.864
430,IssueCBDC,adaptive,static_hybrid,320,False,10.527,82.62,107.637
431,Transfer,adaptive,static_hybrid,275,False,10.002,82.63,107.411
432,Transfer,adaptive,static_hybrid,204,False,9.974,83.32,107.185
433,SettleCrossBorder,adaptive,ml_optimized,333,True,262.257,83.63,107.543
434,SettleCrossBorder,adaptive,ml_optimized,375,True,230.874,85.76,107.828
435,Transfer,adaptive,static_hybrid,217,False,9.599,81.42,107.602
436,IssueCBDC,adaptive,static_hybrid,383,False,10.279,81.26,107.378
437,SettleCrossBorder,adaptive,ml_optimized,238,True,183.463,85.53,107.553
438,Transfer,adaptive,static_hybrid,189,False,9.770,81.59,107.329
439,IssueCBDC,adaptive,static_hybrid,328,False,10.091,82.27,107.108
440,SettleCrossBorder,adaptive,ml_optimized,305,True,224.388,82.42,107.374
441,Transfer,adaptive,static_hybrid,221,False,10.282,82.97,107.154
442,Transfer,adaptive,static_hybrid,189,False,9.658,82.25,106.934
443,Transfer,adaptive,static_hybrid,193,False,9.665,83.25,106.714
444,Transfer,adaptive,static_hybrid,234,False,9.792,82.25,106.496
445,SettleCrossBorder,adaptive,ml_optimized,348,True,155.492,83.75,106.606
446,IssueCBDC,adaptive,static_hybrid,272,False,10.284,82.10,106.390
447,Transfer,adaptive,ml_optimized,162,True,298.363,82.55,106.819
448,Transfer,adaptive,static_hybrid,208,False,9.190,83.14,106.601
449,SettleCrossBorder,adaptive,ml_optimized,402,True,200.909,82.62,106.812
450,Transfer,adaptive,ml_optimized,182,True,206.567,82.84,107.033
451,IssueCBDC,adaptive,static_hybrid,198,False,10.232,83.08,106.819
452,IssueCBDC,adaptive,static_hybrid,329,False,10.544,82.84,106.606
453,Transfer,adaptive,static_hybrid,286,False,10.023,83.43,106.392
454,SettleCrossBorder,adaptive,ml_optimized,461,True,208.266,80.99,106.617
455,IssueCBDC,adaptive,static_hybrid,261,False,9.729,82.73,106.404
456,Transfer,adaptive,static_hybrid,312,False,9.985,81.38,106.192
457,Transfer,adaptive,ml_optimized,187,True,322.669,85.25,106.666
458,Transfer,adaptive,static_hybrid,187,False,9.340,82.84,106.454
459,Transfer,adaptive,static_hybrid,220,False,10.168,82.47,106.244
460,IssueCBDC,adaptive,static_hybrid,287,False,10.148,83.45,106.035
461,Transfer,adaptive,ml_optimized,226,True,258.557,82.78,106.366
462,Transfer,adaptive,static_hybrid,289,False,10.376,83.36,106.158
463,IssueCBDC,adaptive,static_hybrid,227,False,9.849,81.58,105.950
464,SettleCrossBorder,adaptive,ml_optimized,297,True,159.914,81.45,106.066
465,Transfer,adaptive,ml_optimized,187,True,202.719,81.53,106.274
466,SettleCrossBorder,adaptive,ml_optimized,422,True,248.391,84.46,106.579
467,SettleCrossBorder,adaptive,ml_optimized,344,True,242.066,84.31,106.869
468,IssueCBDC,adaptive,static_hybrid,318,False,9.859,81.75,106.662
469,IssueCBDC,adaptive,static_hybrid,222,False,10.272,83.02,106.456
470,Transfer,adaptive,ml_optimized,213,True,268.671,84.85,106.802
471,Transfer,adaptive,ml_optimized,246,True,274.183,85.39,107.157
472,IssueCBDC,adaptive,static_hybrid,330,False,10.217,82.90,106.952
473,Transfer,adaptive,static_hybrid,191,False,9.466,81.90,106.745
474,Transfer,adaptive,ml_optimized,202,True,239.064,83.63,107.025
475,Transfer,adaptive,static_hybrid,323,False,10.109,82.98,106.821
476,SettleCrossBorder,adaptive,ml_optimized,355,True,303.230,82.65,107.233
477,SettleCrossBorder,adaptive,ml_optimized,321,True,228.020,83.98,107.486
478,Transfer,adaptive,ml_optimized,223,True,193.632,84.43,107.667
479,Transfer,adaptive,static_hybrid,188,False,9.234,83.10,107.461
480,Transfer,adaptive,static_hybrid,228,False,9.742,81.69,107.258
481,Transfer,adaptive,ml_optimized,178,True,234.534,84.23,107.522
482,Transfer,adaptive,static_hybrid,230,False,10.133,81.45,107.320
483,Transfer,adaptive,static_hybrid,207,False,9.093,82.58,107.117
484,Transfer,adaptive,static_hybrid,209,False,10.013,83.07,106.916
485,Transfer,adaptive,static_hybrid,206,False,9.971,83.36,106.716
486,Transfer,adaptive,static_hybrid,186,False,9.205,83.47,106.516
487,Transfer,adaptive,ml_optimized,226,True,284.197,82.36,106.880
488,Transfer,adaptive,static_hybrid,237,False,9.681,82.07,106.681
489,Transfer,adaptive,ml_optimized,172,True,148.886,82.94,106.768
490,Transfer,adaptive,static_hybrid,242,False,9.964,81.82,106.570
491,Transfer,adaptive,ml_optimized,115,True,219.195,83.58,106.799
492,IssueCBDC,adaptive,static_hybrid,391,False,10.721,83.36,106.604
493,SettleCrossBorder,adaptive,ml_optimized,434,True,282.720,85.99,106.961
494,Transfer,adaptive,ml_optimized,270,True,194.907,84.63,107.139
495,Transfer,adaptive,ml_optimized,290,True,248.343,83.72,107.425
496,Transfer,adaptive,static_hybrid,203,False,9.318,82.55,107.227
497,IssueCBDC,adaptive,static_hybrid,312,False,10.354,81.18,107.032
498,Transfer,adaptive,static_hybrid,183,False,9.555,82.91,106.836
499,Transfer,adaptive,static_hybrid,284,False,9.558,82.80,106.641
500,SettleCrossBorder,adaptive,ml_optimized,318,True,218.510,84.38,106.865
